4-LETTER WORDS,5-LETTER WORDS,6-LETTER WORDS,7-LETTER WORDS,8-LETTER WORDS
diet vt.照规定饮食,flash vi.闪现；反射,pirate vi.做海盗；从事劫掠,torrent n.迸发；连续不断,farewell int.再会！；别了！（常含有永别或不容易再见面的意思）
diet vi.节食,close n.结束,creepy adj.诡异的；爬行的；令人毛骨悚然的,thunder n.雷；恐吓；轰隆声,fracture n.断裂；骨折
drip n.滴水声；静脉滴注；使人厌烦的人,close adj.紧密的；亲密的；亲近的,stormy adj.猛烈的；暴躁的；暴风雨的,thunder vt.大声喊出；轰隆地发出,fracture vt.使破裂
drip vt.发出；使滴下,close vt.关；结束；使靠近,proper adj.适当的；本身的,thunder vi.打雷；怒喝,fracture vi.破裂；折断
drip vi.滴下；充满；漏下,close vi.关；结束；关闭,proper adj.特有的；正派的,oversee vt.监督；审查,graduate n.研究生；毕业生
duck n.鸭子；鸭肉,close adv.紧密地,proper adv.完全地,oversee vt.俯瞰；无意中看到,graduate adj.毕业的；研究生的
duck n.零分；（英）宝贝儿,still conj.仍然；但是；尽管如此,flavor n.风味；香料；滋味,monitor n.班长；监视器；监听器,graduate vt.分等级；标上刻度；授予…学位
duck vt.躲避；猛按…入水,still n.寂静；剧照；蒸馏室,flavor vt.加味于,monitor vt.监控,graduate vi.毕业；渐变
duck vi.闪避；没入水中,still adj.不动的；平静的；不起泡的,relish n.滋味；风味；食欲,mockery n.嘲弄；笑柄,headline n.大标题；内容提要
dump n.仓库；垃圾场；无秩序地累积,still adv.更；仍然；静止地,relish vt.盼望；期待；享受,mockery n.徒劳无功；拙劣可笑的模仿或歪曲,headline n.栏外标题；头版头条新闻
dump vt.倾倒；倾卸；卸下,still vt.蒸馏；使…静止；使…平静下来,relish vi.味道可口；有特定意味,transit n.运输；经过,headline vt.大力宣传；给…加标题；使成为注意中心
dump vi.卸货；倒垃圾,still vi.静止；平静；蒸馏,cosmos n.宇宙；和谐,transit vt.运送,mainland n.大陆；本土
dump vi.突然跌倒或落下；转嫁（责任等）,smart adj.聪明的；巧妙的；敏捷的,cosmos n.秩序；大波斯菊,transit vi.经过,mainland adj.大陆的；本土的
echo n.回音；效仿,smart adj.厉害的；潇洒的,cosmic adj.宇宙的（等于cosmical）,traffic n.交通；运输,marathon n.马拉松赛跑；耐力的考验
echo vt.反射；重复,smart adj.剧烈的；时髦的,global adj.全球的；总体的；球形的,traffic n.贸易；通信量,marathon adj.有耐力的；马拉松式的
echo vi.随声附和；发出回声,spray n.喷雾；水沫；喷雾器,verbal n.动词的非谓语形式,traffic vt.在…通行；用…作交换,marathon vi.参加马拉松赛跑
evil n.邪恶；不幸,spray vt.喷射,verbal adj.口头的；言语的,traffic vi.买卖,merchant n.店主；批发商
evil adj.邪恶的；不幸的,spray vi.喷,verbal adj.动词的；照字面的,vehicle n.车辆；工具；媒介物,merchant adj.商人的
evil adj.有害的；讨厌的,misty adj.模糊的；有雾的,virgin n.处女,carrier n.载体；货架,militant adj.好战的
face n.脸；表面；面子,staff n.棒；职员,virgin adj.处女的；纯洁的；处于原始状态的,carrier n.运送者；带菌者,militant n.好斗者；激进分子；富有战斗性的人
face vi.向；朝,staff n.参谋；支撑,maiden adj.处女的；初次的,deliver n.投球,mortgage vt.抵押
face vt.面对；面向,staff adj.职员的；行政工作的,maiden n.少女；处女,deliver vt.交付；发表；递送,mortgage n.抵押
face vt.承认；抹盖,staff vt.供给人员；给…配备职员,visual adj.视力的；栩栩如生的,deliver vi.实现；传送,overhaul vt.大修；追上并超过
fast n.斋戒；绝食,staff vi.雇用工作人员,advent n.到来；出现,deliver vi.履行；投递,overhaul n.详细检查
fast adj.迅速的；稳固的,labor n.劳动；工作,advent n.基督降临；基督降临节,victory n.胜利；成功；克服,overhead adv.在空中；在高处；在头顶上
fast adv.迅速地；紧紧地；彻底地,labor n.劳工；分娩,liquor n.溶液；液体,success n.成就；胜利；大获成功的人或事物,overhead adj.高架的；在头上的；在头顶上的
fast vi.斋戒,labor vi.劳动；努力；苦干,liquor n.烈酒；含酒精饮料,optical adj.光学的；视觉的,overhead n.天花板；经常费用
fire n.火；火灾；炮火,labor vt.使厌烦；详细分析,liquor vi.灌酒,teenage n.青少年时期,overhead n.间接费用；吊脚架空层
fire n.炉火；热情,steal n.偷窃；偷垒,liquor vt.使喝醉,teenage adj.青少年的；十几岁的,patience n.耐心；容忍
fire n.激情；磨难,steal n.断球；便宜货,please int.请（礼貌用语）,arrival n.到来；到达；到达者,purchase n.购买；紧握；起重装置
fire vt.点燃；解雇；开除,steal vt.剽窃；偷窃；偷偷地做,please vt.使喜欢；使满意,hostile n.敌对,purchase vt.购买；赢得
fire vt.烧制；激动,steal vi.窃取；偷垒；偷偷地行动,please vi.讨人喜欢；令人高兴,hostile adj.敌方的；怀敌意的,purchase vi.购买东西
fire vt.放枪；使发光,sneak n.告密者；鬼鬼祟祟的人；偷偷摸摸的行为,praise n.赞扬；称赞,alcohol n.乙醇,reproach n.责备；耻辱
fire vi.着火；射击；开枪,sneak adj.暗中进行的,praise n.荣耀；崇拜,loyalty n.忠诚；忠心,reproach vt.责备；申斥
fore n.前部；船头,sneak vi.溜；鬼鬼祟祟做事；向老师打小报告,praise vt.歌颂；表扬,loyalty n.忠实；忠于…感情,shepherd n.牧师；牧羊人；指导者
fore prep.在前,sneak vt.偷偷地做；偷偷取得,praise vi.赞美；赞扬,arduous adj.努力的；费力的；险峻的,shepherd vt.牧羊；带领
fore adj.以前的；在前部的,creep n.爬行；谄媚者；毛骨悚然的感觉,clumsy adj.笨拙的,amusing adj.好玩的；引人发笑的,shepherd vt.指导；看管
fore adv.在前面；在船头,creep vi.爬行；蔓延,hurdle n.栏；障碍；跳栏,amusing v.逗乐；打发；使…高兴（amuse的ing形式）,sideways adj.一旁的；向侧面的
fore int.（打高尔夫球者的叫声）让开！,creep vi.慢慢地移动；起鸡皮疙瘩,hurdle vt.克服,applaud vt.赞同；称赞；向…喝彩,sideways adv.向一旁；向侧面地
grey n.灰色,trunk n.树干；躯干,hurdle vi.克服；跳过,applaud vi.喝彩；鼓掌欢迎,sociable n.联谊会
grey adj.灰色的；灰白的,trunk n.象鼻；汽车车尾的行李箱,benign adj.良性的；亲切的；吉利的,acclaim n.喝彩；称赞,sociable adj.社交的；友善的；好交际的
grey vt.使变老；使变成灰色,trunk adj.干线的；躯干的；箱子的,gamble n.赌博；冒险；打赌,acclaim vt.称赞；向…欢呼,speeding n.超速行驶
grey vi.老化；变成灰色,trunk vt.把…放入旅行箱内,gamble vi.赌博；投机,acclaim vi.喝彩,speeding v.促进（speed的ing形式）
hand n.手艺；帮助,storm n.暴风雨；大动荡,gamble vi.打赌；孤注一掷,commend vt.推荐；称赞；把…委托,speeding adj.高速行驶的
hand n.指针；插手,storm vt.猛攻；怒骂,gamble vt.赌博；孤注一掷；冒险假设,commend vi.称赞；表扬,spelling n.拼写；拼字；拼法
hand vt.交给；支持；搀扶,storm vi.起风暴；横冲直撞；狂怒咆哮,heroic n.史诗；英勇行为,flatter vt.奉承；谄媚；使高兴,spelling v.拼写；迷住；意味着（spell的ing形式）
heap n.堆；许多；累积,taste n.味道；品味；审美,heroic adj.英雄的；英勇的,awkward adj.尴尬的；笨拙的,textbook n.课本
heap vt.堆；堆积,taste vt.尝；体验,heroic adj.夸张的；记叙英雄及其事迹的,awkward adj.棘手的；不合适的,upstairs n.楼上
heap vi.堆起来,taste vi.尝起来；有…的味道,brutal adj.残忍的；不讲理的,barrier n.屏障；界线,upstairs adj.楼上的
hook n.吊钩,tasty adj.美味的；高雅的；有趣的,solace n.安慰；慰藉；安慰之物,barrier vt.把…关入栅栏,upstairs adv.上楼；向楼上；往楼上
hook vt.钩住；引上钩,tasty n.可口的东西；引人入胜的东西,solace vt.安慰；抚慰；第三人称单数solaces）,amiable adj.亲切的,vertical n.垂直面
hook vi.钩住；弯成钩状,tease vt.取笑；戏弄；梳理,refund n.退款；偿还额,bravery n.勇敢；勇气,vertical adj.直立的；顶点的
howl n.嗥叫；怒号；嚎哭,tease n.戏弄；挑逗者,refund vt.退还；偿还；付还,vicious adj.恶毒的；恶意的；堕落的,waitress n.女侍者；女服务员
howl vt.狂喊着说；对…吼叫,tease n.爱纠缠的小孩；卖弄风骚的女孩,refund vi.退还；归还,cruelty n.残酷；残忍；残酷的行为,waitress vi.做女服务生
howl vi.咆哮；怒吼；狂吠,tease vi.取笑,offset n.补偿；支管；平版印刷,prudent adj.谨慎的；精明的；节俭的,aeronaut n.气球驾驶员
hype n.大肆宣传；皮下注射,throw n.投掷；冒险,offset vt.抵消；弥补；用平版印刷术印刷,comfort n.安慰；舒适；安慰者,alphabet n.初步；字母系统
hype vt.大肆宣传；使…兴奋,throw vt.投；抛；掷,offset vi.装支管,comfort vt.安慰；使（痛苦等）缓和,alphabet n.旨在使其当下主要业务和长期投资项目间的区别更加清晰。
inch n.英寸；身高；少许,throw vi.抛；投掷,advice n.建议；忠告,console n.控制台；操纵台,altitude n.高地；高度；海拔
inch vt.使缓慢地移动,pitch n.沥青；音高；程度,advice n.劝告；通知,console vt.安慰；慰藉,analysis n.分析；分解；验定
inch vi.慢慢前进,pitch n.树脂；倾斜,outset n.开始；开端,concert n.一致；和谐；音乐会,analytic adj.分析的；解析的；善于分析的
iron n.熨斗；烙铁；坚强,pitch n.投掷；球场,origin n.起源；原点,concert adj.音乐会用的；在音乐会上演出的,appendix n.附录；阑尾；附加物
iron adj.铁的；残酷的；刚强的,pitch vt.投；掷；扎营,origin n.出身；开端,concert vt.使协调；协同安排,aviation n.航空；飞行术；飞机制造业
iron vt.熨；用铁铸成,pitch vi.倾斜；投掷,plunge n.投入；跳进,concert vi.协调；协力,bachelor n.学士；单身汉；（尚未交配的）小雄兽
iron vi.熨衣；烫平,pitch vi.坠落；搭帐篷,plunge vt.使陷入；使投入；使插入,harmony n.协调；和睦,baseball n.棒球；棒球运动
jail n.监狱；监牢；拘留所,fling n.抛；嘲弄；急冲,plunge vi.投入；陷入,harmony n.融洽；调和,bathroom n.浴室；厕所；盥洗室
jail vt.监禁；下狱,fling vt.抛；嘲笑；猛动,plunge vi.跳进；突然地下降,concord n.和谐；和睦,beverage n.饮料
just adv.仅仅；刚刚；恰好,fling vi.急行,remote n.远程,concord n.一致；协调,blissful adj.充满喜悦的
just adj.合理的；正义的；正确的,toxic adj.有毒的；中毒的,remote adj.遥远的；偏僻的；疏远的,consult vi.请教；商议；当顾问,blizzard n.大风雪；大打击
land n.国土；陆地；地面,ferry n.渡船；摆渡；渡口,divert vt.转移；使…欢娱；使…转向,consult vt.查阅；商量；向…请教,blizzard vi.下暴风雪
land vt.使…登陆；使…陷于；将…卸下,ferry vt.空运；用渡船运送；（乘渡船）渡过,divert vi.转移,discuss vt.讨论；辩论,brochure n.小册子
land vi.登陆；到达,ferry vi.摆渡；来往行驶,misery n.悲惨；不幸,despise vt.鄙视,bulletin n.公报
lash vt.鞭打；冲击；摆动,exile n.充军；流犯；被放逐者,misery n.苦恼；穷困,counsel n.忠告；商议；讨论,bulletin vt.公告
lash vi.鞭打；猛击；急速甩动,exile vt.流放；使背井离乡,grieve vi.哀悼,counsel vt.建议；劝告,calendar n.日历；历法；日程表
lash n.鞭打；睫毛；鞭子,globe n.地球；球体；地球仪,grieve vt.使苦恼,counsel vi.商讨；提出忠告,calendar vt.将…列入表中；将…排入日程表
limp adj.无力的；软弱的,globe vt.使…成球形,egoism n.自我主义,freshen vt.使清新；使新鲜；使精神焕发,carriage n.运输；运费；举止
limp vi.一拐一拐地走；缓慢费力地前进,globe vi.成球状,egoist n.自我主义者；利己主义者,freshen vi.显得新鲜；减少咸味；精神饱满,cassette n.暗盒；片匣
limp n.跛行,drink n.饮料；喝酒,insert n.管芯；镶块,cunning n.狡猾,cassette n.珠宝箱；盒式磁带
line n.排；绳；航线,drink vt.饮；吸收；举杯庆贺,insert n.刀片；插入物,cunning adj.狡猾的；巧妙的；可爱的,cemetery n.墓地；公墓
line vt.划线于；排成一行,drink vi.喝酒；饮水；干杯,insert vt.插入；嵌入,descend vi.下降；下去；下来,colonial n.殖民地居民
line vt.以线条标示；使…起皱纹,amuse vt.娱乐；消遣,nature n.自然；性质,descend vt.下去；沿…向下,colonial adj.殖民的
line vi.排队；站成一排,amuse vt.使发笑；使愉快,nature n.本性；种类,descent n.下降；血统；袭击,comedian n.喜剧演员；滑稽人物
male adj.男性的；雄性的；有力的,story n.故事；小说；来历,entity n.实体；存在；本质,descent vt.除去…的气味；使…失去香味,cupboard n.碗柜；食橱
male n.男人；雄性动物,story vt.用历史故事画装饰,ethnic adj.种族的；人种的,plummet n.坠子,cylinder n.圆筒；汽缸
mold vt.塑造；使发霉；用模子制作,story vi.说谎,racial adj.种族的；人种的,plummet vi.垂直落下；（价格、水平等）骤然下跌,cylinder n.柱面；圆柱状物
mold vi.发霉,awful adj.可怕的；极坏的；使人敬畏的,scream n.尖叫声；尖锐刺耳的声音；极其滑稽可笑的人,distant adj.遥远的；冷漠的,database n.资料库
mold n.霉菌；模子,nasty adj.下流的；肮脏的,scream vi.尖叫；呼啸,distant adj.远隔的；冷淡的,daylight n.白天；日光
numb vt.使麻木；使发愣；使失去感觉,nasty adj.险恶的；脾气不好的,scream vi.令人触目惊心；发出尖锐刺耳的声音,agonize vt.折磨；使极度痛苦,daylight n.黎明；公开
numb adj.麻木的；发愣的,nasty n.令人不快的事物,scream vt.尖声喊叫；大叫大嚷着要求,agonize vi.挣扎；感到极度痛苦,deadline n.最后期限
pale n.前哨；栅栏；范围,gross n.总数,talent n.才能；天才；天资,undergo vt.经受；忍受,diabetes n.糖尿病；多尿症
pale adj.苍白的；无力的；暗淡的,gross adj.总共的；粗野的,genius n.天赋；精神,envious adj.羡慕的；嫉妒的,dialogue n.对话；意见交换
pale vt.使失色；使变苍白；用栅栏围,gross adj.恶劣的；显而易见的,gifted adj.有天赋的；有才华的,essence n.实质；精华；香精,dialogue vt.用对话表达
pale vi.失色；变苍白；变得暗淡,gross vt.总共收入,gifted v.给予（gift的过去分词）,natural adj.自然的；物质的,dialogue vi.对话
